Date,CPU Utilization,CPU Power
2024-10-24 12:54:15,0.00000000000000,0.00000000000000
2024-10-24 12:54:16,0.00031625553447,0.10654121008402
2024-10-24 12:54:17,0.03081761006289,6.36165917670435
2024-10-24 12:54:18,0.01226029550456,5.94292967403505
2024-10-24 12:54:19,0.01912225705329,5.43907668862337
2024-10-24 12:54:20,0.03130929791271,11.71181785714146
2024-10-24 12:54:21,0.03156565656566,8.65664360313369
2024-10-24 12:54:22,0.03145643284052,10.83137563291530
2024-10-24 12:54:23,0.03138731952291,9.97924058823521
2024-10-24 12:54:24,0.03150598613737,11.88904775086441
2024-10-24 12:54:25,0.03152585119798,9.15754490861622
2024-10-24 12:54:26,0.03152585119798,8.96431350649271
