Date,CPU Utilization,Total Power,CPU Power,GPU Power
2024-10-24 12:36:46,0.07449494949495,24.89117100001022,24.89117100001022,0.00000000000000
2024-10-24 12:36:47,0.13792020106817,27.50261499999033,27.50261499999033,0.00000000000000
2024-10-24 12:36:48,0.07515723270440,31.90848800000094,31.90848800000094,0.00000000000000
2024-10-24 12:36:49,0.10690633869442,31.36057599999185,31.36057599999185,0.00000000000000
2024-10-24 12:36:50,0.08622867972205,32.41105000000971,32.41105000000971,0.00000000000000
2024-10-24 12:36:51,0.11362920994649,34.30105999999796,34.30105999999796,0.00000000000000
2024-10-24 12:36:52,0.12437027707809,31.36356699999305,31.36356699999305,0.00000000000000
2024-10-24 12:36:53,0.11468178954001,31.68943300000683,31.68943300000683,0.00000000000000
2024-10-24 12:36:54,0.07266435986159,33.21933700000227,33.21933700000227,0.00000000000000
2024-10-24 12:36:55,0.12677388836329,33.89102599999751,33.89102599999751,0.00000000000000
2024-10-24 12:36:56,0.07450487268155,33.95096299999568,33.95096299999568,0.00000000000000
2024-10-24 12:36:57,0.11605171870073,33.17203400000290,33.17203400000290,0.00000000000000
