__run_id,__done,function_name,version,cpu_time,memory_usage,avg_cpu_time,avg_memory_usage,total_cpu_time,total_memory_usage,total_energy
run_15_repetition_13,DONE,K-equal Sum Partitions,memoized,0.001457;0.026312;0.178911,10.08;159.39;332.10,0.068893,167.19,0.210543,501.57,0.218404
run_16_repetition_13,DONE,All Possible Full Binary Trees,normal,0.002332;0.701495;2.396004,17.25;19781.12;65674.71,1.033277,28491.03,3.102565,85473.08,30.978851
run_17_repetition_13,DONE,All Possible Full Binary Trees,memoized,0.000959;0.089112;0.284653,5.23;3709.71;9214.40,0.124908,4309.78,0.377234,12929.34,0.673101
run_0_repetition_14,DONE,Fibonacci,normal,0.000760;0.640196;4.153550,3.66;8.51;2.38,1.598169,4.85,4.797065,14.55,37.719926
run_1_repetition_14,DONE,Fibonacci,memoized,0.000657;0.000667;0.000450,4.02;10.20;3.99,0.000591,6.07,0.005215,18.20,0.000000
run_2_repetition_14,DONE,Knapsack,normal,0.000596;0.234984;0.545398,1.92;12.11;1.69,0.260326,5.24,0.784347,15.72,2.115743
run_3_repetition_14,DONE,Knapsack,memoized,0.000649;0.015051;0.017891,2.82;120.63;264.07,0.011197,129.17,0.037077,387.51,0.127073
run_4_repetition_14,DONE,Coin Change,normal,0.004415;0.101062;5.750008,6.12;5.35;4.64,1.951828,5.37,5.858877,16.11,41.320125
run_5_repetition_14,DONE,Coin Change,memoized,0.001274;0.000901;0.001017,6.55;5.68;5.31,0.001064,5.85,0.006975,17.54,0.000000
run_6_repetition_14,DONE,Levenshtein Distance,normal,0.009020;0.026323;8.809936,6.75;2.17;4.27,2.948426,4.40,8.848897,13.19,78.475829
run_7_repetition_14,DONE,Levenshtein Distance,memoized,0.001388;0.000605;0.001226,9.70;4.99;9.38,0.001073,8.03,0.006901,24.08,0.000000
run_8_repetition_14,DONE,Factorial,normal,0.002283;0.505865;1.638325,41.23;2120.77;3814.47,0.715491,1992.16,2.149924,5976.47,19.297207
run_9_repetition_14,DONE,Factorial,memoized,0.002648;0.561873;0.396871,52.83;16975.85;41979.58,0.320464,19669.42,0.964839,59008.26,3.728152
run_10_repetition_14,DONE,Matrix Chain Multiplication,normal,0.011889;0.291488;2.427533,4.56;3.07;2.20,0.910303,3.28,2.734707,9.83,18.131404
run_11_repetition_14,DONE,Matrix Chain Multiplication,memoized,0.002191;0.002315;0.001717,6.25;5.53;6.47,0.002074,6.08,0.009601,18.25,0.000000
run_12_repetition_14,DONE,Can I Win,normal,0.001268;0.725440;1.533000,3.27;2.38;1.46,0.753236,2.37,2.262229,7.12,17.309832
run_13_repetition_14,DONE,Can I Win,memoized,0.001581;0.037551;0.064412,6.41;142.80;289.01,0.034515,146.07,0.105986,438.22,0.280331
run_14_repetition_14,DONE,K-equal Sum Partitions,normal,0.001300;0.030001;0.116058,10.26;143.49;291.90,0.049119,148.55,0.150180,445.65,0.321484
run_15_repetition_14,DONE,K-equal Sum Partitions,memoized,0.001536;0.025619;0.176042,10.08;159.39;332.10,0.067732,167.19,0.206219,501.57,0.192731
run_16_repetition_14,DONE,All Possible Full Binary Trees,normal,0.003653;0.683992;2.763059,17.25;19781.12;65674.71,1.150235,28491.03,3.454540,85473.08,31.644819
run_17_repetition_14,DONE,All Possible Full Binary Trees,memoized,0.001516;0.089693;0.274374,5.23;3709.71;9214.40,0.121861,4309.78,0.368394,12929.34,0.816134
run_0_repetition_15,DONE,Fibonacci,normal,0.000740;0.719659;4.313960,3.66;8.51;2.38,1.678119,4.85,5.038567,14.55,47.252215
run_1_repetition_15,DONE,Fibonacci,memoized,0.000625;0.000546;0.000409,4.02;10.20;3.99,0.000527,6.07,0.004284,18.20,0.000000
run_2_repetition_15,DONE,Knapsack,normal,0.000588;0.231857;0.612407,1.92;12.11;1.69,0.281617,5.24,0.847923,15.72,2.104065
run_3_repetition_15,DONE,Knapsack,memoized,0.000679;0.012601;0.019886,2.82;120.63;264.07,0.011055,129.17,0.036154,387.51,0.087964
run_4_repetition_15,DONE,Coin Change,normal,0.004445;0.102237;5.826462,6.12;5.35;4.64,1.977715,5.37,5.936786,16.11,52.189355
run_5_repetition_15,DONE,Coin Change,memoized,0.001099;0.000666;0.000608,6.55;5.68;5.31,0.000791,5.85,0.005995,17.54,0.000000
run_6_repetition_15,DONE,Levenshtein Distance,normal,0.010374;0.028021;8.598431,6.75;2.17;4.27,2.878942,4.40,8.639318,13.19,75.300786
run_7_repetition_15,DONE,Levenshtein Distance,memoized,0.001368;0.000294;0.001251,9.70;4.99;9.38,0.000971,8.03,0.006177,24.08,0.000000
run_8_repetition_15,DONE,Factorial,normal,0.002133;0.558444;1.895293,41.23;2120.77;3814.47,0.818623,1992.16,2.459857,5976.47,16.423126
run_9_repetition_15,DONE,Factorial,memoized,0.002784;0.631210;0.335153,52.83;16975.85;41979.58,0.323049,19669.42,0.971670,59008.26,5.319008
run_10_repetition_15,DONE,Matrix Chain Multiplication,normal,0.008656;0.318304;2.273117,4.56;3.07;2.20,0.866692,3.28,2.603638,9.83,18.548909
run_11_repetition_15,DONE,Matrix Chain Multiplication,memoized,0.002050;0.002306;0.001691,6.25;5.53;6.47,0.002016,6.08,0.008349,18.25,0.000000
run_12_repetition_15,DONE,Can I Win,normal,0.002957;0.760030;1.588876,3.27;2.38;1.46,0.783954,2.37,2.355576,7.12,17.590420
run_13_repetition_15,DONE,Can I Win,memoized,0.001881;0.041169;0.050540,6.41;142.80;289.01,0.031197,146.07,0.096361,438.22,0.404096
run_14_repetition_15,DONE,K-equal Sum Partitions,normal,0.000783;0.033196;0.113403,10.26;143.49;291.90,0.049127,148.55,0.150210,445.65,0.259583
run_15_repetition_15,DONE,K-equal Sum Partitions,memoized,0.001342;0.028258;0.174146,10.08;159.39;332.10,0.067915,167.19,0.207509,501.57,0.325742
run_16_repetition_15,DONE,All Possible Full Binary Trees,normal,0.002849;0.694996;2.571486,17.25;19781.12;65674.71,1.089777,28491.03,3.272261,85473.08,31.223501
run_17_repetition_15,DONE,All Possible Full Binary Trees,memoized,0.001417;0.082869;0.267332,5.23;3709.71;9214.40,0.117206,4309.78,0.354702,12929.34,0.734827
run_0_repetition_16,DONE,Fibonacci,normal,0.000775;0.597242;4.237213,3.66;8.51;2.38,1.611743,4.85,4.838820,14.55,44.344331
run_1_repetition_16,DONE,Fibonacci,memoized,0.000633;0.000641;0.000381,4.02;10.20;3.99,0.000552,6.07,0.005128,18.20,0.000000
run_2_repetition_16,DONE,Knapsack,normal,0.000555;0.227059;0.546219,1.92;12.11;1.69,0.257944,5.24,0.777028,15.72,1.927080
run_3_repetition_16,DONE,Knapsack,memoized,0.000669;0.011673;0.013843,2.82;120.63;264.07,0.008728,129.17,0.028731,387.51,0.198125
run_4_repetition_16,DONE,Coin Change,normal,0.003225;0.100509;5.809077,6.12;5.35;4.64,1.970937,5.37,5.915589,16.11,47.889240
run_5_repetition_16,DONE,Coin Change,memoized,0.001173;0.000628;0.000899,6.55;5.68;5.31,0.000900,5.85,0.005724,17.54,0.000000
run_6_repetition_16,DONE,Levenshtein Distance,normal,0.009483;0.026439;8.445944,6.75;2.17;4.27,2.827289,4.40,8.484663,13.19,74.966905
run_7_repetition_16,DONE,Levenshtein Distance,memoized,0.000752;0.000588;0.001220,9.70;4.99;9.38,0.000853,8.03,0.005538,24.08,0.000000
run_8_repetition_16,DONE,Factorial,normal,0.002146;0.525693;1.690215,41.23;2120.77;3814.47,0.739352,1992.16,2.221674,5976.47,19.154005
run_9_repetition_16,DONE,Factorial,memoized,0.003129;0.579676;0.377437,52.83;16975.85;41979.58,0.320081,19669.42,0.964240,59008.26,4.000238
run_10_repetition_16,DONE,Matrix Chain Multiplication,normal,0.012638;0.316685;2.421763,4.56;3.07;2.20,0.917028,3.28,2.753898,9.83,20.077925
run_11_repetition_16,DONE,Matrix Chain Multiplication,memoized,0.001090;0.002300;0.001675,6.25;5.53;6.47,0.001688,6.08,0.009242,18.25,0.000000
run_12_repetition_16,DONE,Can I Win,normal,0.003904;0.666984;1.532806,3.27;2.38;1.46,0.734564,2.37,2.207856,7.12,19.602951
run_13_repetition_16,DONE,Can I Win,memoized,0.001796;0.038163;0.064449,6.41;142.80;289.01,0.034802,146.07,0.107985,438.22,0.400513
run_14_repetition_16,DONE,K-equal Sum Partitions,normal,0.001292;0.025994;0.111446,10.26;143.49;291.90,0.046244,148.55,0.142346,445.65,0.146152
run_15_repetition_16,DONE,K-equal Sum Partitions,memoized,0.001431;0.027890;0.181531,10.08;159.39;332.10,0.070284,167.19,0.214834,501.57,0.336482
run_16_repetition_16,DONE,All Possible Full Binary Trees,normal,0.003761;0.638855;2.871765,17.25;19781.12;65674.71,1.171460,28491.03,3.516699,85473.08,27.783967
run_17_repetition_16,DONE,All Possible Full Binary Trees,memoized,0.001469;0.081414;0.259710,5.23;3709.71;9214.40,0.114198,4309.78,0.345189,12929.34,0.711783
run_0_repetition_17,DONE,Fibonacci,normal,0.000747;0.625786;4.149396,3.66;8.51;2.38,1.591976,4.85,4.779666,14.55,39.509560
run_1_repetition_17,DONE,Fibonacci,memoized,0.000679;0.000393;0.000368,4.02;10.20;3.99,0.000480,6.07,0.004992,18.20,0.000000
run_2_repetition_17,DONE,Knapsack,normal,0.000554;0.231306;0.576302,1.92;12.11;1.69,0.269387,5.24,0.810819,15.72,3.030008
run_3_repetition_17,DONE,Knapsack,memoized,0.000603;0.013628;0.016253,2.82;120.63;264.07,0.010161,129.17,0.034322,387.51,0.100359
run_4_repetition_17,DONE,Coin Change,normal,0.004569;0.094243;5.781235,6.12;5.35;4.64,1.960016,5.37,5.883944,16.11,49.781316
run_5_repetition_17,DONE,Coin Change,memoized,0.001147;0.000575;0.001014,6.55;5.68;5.31,0.000912,5.85,0.005102,17.54,0.000000
run_6_repetition_17,DONE,Levenshtein Distance,normal,0.006981;0.027520;8.484202,6.75;2.17;4.27,2.839567,4.40,8.521147,13.19,81.543679
run_7_repetition_17,DONE,Levenshtein Distance,memoized,0.001308;0.000590;0.001295,9.70;4.99;9.38,0.001064,8.03,0.006523,24.08,0.000000
run_8_repetition_17,DONE,Factorial,normal,0.002275;0.505107;1.647644,41.23;2120.77;3814.47,0.718342,1992.16,2.158732,5976.47,18.268971
run_9_repetition_17,DONE,Factorial,memoized,0.002844;0.599360;0.393373,52.83;16975.85;41979.58,0.331859,19669.42,0.998223,59008.26,8.356223
run_10_repetition_17,DONE,Matrix Chain Multiplication,normal,0.009619;0.331578;2.395323,4.56;3.07;2.20,0.912173,3.28,2.739946,9.83,15.850017
run_11_repetition_17,DONE,Matrix Chain Multiplication,memoized,0.001894;0.002295;0.001843,6.25;5.53;6.47,0.002011,6.08,0.009419,18.25,0.000000
run_12_repetition_17,DONE,Can I Win,normal,0.003104;0.721123;1.492020,3.27;2.38;1.46,0.738749,2.37,2.218930,7.12,25.633041
run_13_repetition_17,DONE,Can I Win,memoized,0.002372;0.038847;0.082204,6.41;142.80;289.01,0.041141,146.07,0.127018,438.22,0.404674
run_14_repetition_17,DONE,K-equal Sum Partitions,normal,0.000690;0.025452;0.112124,10.26;143.49;291.90,0.046089,148.55,0.140754,445.65,0.242937
run_15_repetition_17,DONE,K-equal Sum Partitions,memoized,0.001172;0.029387;0.170276,10.08;159.39;332.10,0.066945,167.19,0.204235,501.57,0.204325
run_16_repetition_17,DONE,All Possible Full Binary Trees,normal,0.003056;0.756378;2.547403,17.25;19781.12;65674.71,1.102279,28491.03,3.310302,85473.08,30.253844
run_17_repetition_17,DONE,All Possible Full Binary Trees,memoized,0.001463;0.082215;0.294922,5.23;3709.71;9214.40,0.126200,4309.78,0.382046,12929.34,1.098953
run_0_repetition_18,DONE,Fibonacci,normal,0.000493;0.600149;4.169190,3.66;8.51;2.38,1.589944,4.85,4.772413,14.55,35.016382
run_1_repetition_18,DONE,Fibonacci,memoized,0.000515;0.000360;0.000334,4.02;10.20;3.99,0.000403,6.07,0.003720,18.20,0.000000
run_2_repetition_18,DONE,Knapsack,normal,0.000582;0.240066;0.696986,1.92;12.11;1.69,0.312545,5.24,0.941193,15.72,2.743440
run_3_repetition_18,DONE,Knapsack,memoized,0.000448;0.013837;0.013899,2.82;120.63;264.07,0.009395,129.17,0.031111,387.51,0.140305
run_4_repetition_18,DONE,Coin Change,normal,0.004529;0.107606;5.833092,6.12;5.35;4.64,1.981743,5.37,5.949158,16.11,45.358142
run_5_repetition_18,DONE,Coin Change,memoized,0.000762;0.000892;0.000647,6.55;5.68;5.31,0.000767,5.85,0.006180,17.54,0.000000
run_6_repetition_18,DONE,Levenshtein Distance,normal,0.010420;0.028036;8.430020,6.75;2.17;4.27,2.822826,4.40,8.470602,13.19,70.659709
run_7_repetition_18,DONE,Levenshtein Distance,memoized,0.001340;0.000280;0.001201,9.70;4.99;9.38,0.000940,8.03,0.004808,24.08,0.000000
run_8_repetition_18,DONE,Factorial,normal,0.002282;0.554856;1.720046,41.23;2120.77;3814.47,0.759061,1992.16,2.281144,5976.47,17.088935
run_9_repetition_18,DONE,Factorial,memoized,0.002617;0.557928;0.381493,52.83;16975.85;41979.58,0.314013,19669.42,0.945996,59008.26,5.086906
run_10_repetition_18,DONE,Matrix Chain Multiplication,normal,0.008701;0.331727;2.338360,4.56;3.07;2.20,0.892930,3.28,2.682206,9.83,17.832008
run_11_repetition_18,DONE,Matrix Chain Multiplication,memoized,0.001504;0.001912;0.001878,6.25;5.53;6.47,0.001765,6.08,0.008684,18.25,0.000000
run_12_repetition_18,DONE,Can I Win,normal,0.003429;0.652740;1.607747,3.27;2.38;1.46,0.754639,2.37,2.267736,7.12,18.592159
run_13_repetition_18,DONE,Can I Win,memoized,0.001858;0.040247;0.060241,6.41;142.80;289.01,0.034115,146.07,0.105354,438.22,0.397300
run_14_repetition_18,DONE,K-equal Sum Partitions,normal,0.001367;0.027703;0.113094,10.26;143.49;291.90,0.047388,148.55,0.145282,445.65,0.227132
run_15_repetition_18,DONE,K-equal Sum Partitions,memoized,0.001417;0.026116;0.177502,10.08;159.39;332.10,0.068345,167.19,0.208144,501.57,0.245581
run_16_repetition_18,DONE,All Possible Full Binary Trees,normal,0.003769;0.723071;2.549716,17.25;19781.12;65674.71,1.092185,28491.03,3.279610,85473.08,25.233473
run_17_repetition_18,DONE,All Possible Full Binary Trees,memoized,0.001405;0.081563;0.256687,5.23;3709.71;9214.40,0.113218,4309.78,0.343498,12929.34,1.049914
run_0_repetition_19,DONE,Fibonacci,normal,0.000785;0.599591;3.997899,3.66;8.51;2.38,1.532758,4.85,4.602123,14.55,43.232219
run_1_repetition_19,DONE,Fibonacci,memoized,0.000666;0.000619;0.000352,4.02;10.20;3.99,0.000545,6.07,0.004796,18.20,0.000000
run_2_repetition_19,DONE,Knapsack,normal,0.000593;0.236897;0.561894,1.92;12.11;1.69,0.266461,5.24,0.802482,15.72,1.728401
run_3_repetition_19,DONE,Knapsack,memoized,0.000538;0.013784;0.017221,2.82;120.63;264.07,0.010515,129.17,0.034750,387.51,0.104724
run_4_repetition_19,DONE,Coin Change,normal,0.004500;0.100190;5.799719,6.12;5.35;4.64,1.968136,5.37,5.907687,16.11,43.073538
run_5_repetition_19,DONE,Coin Change,memoized,0.001170;0.000904;0.001027,6.55;5.68;5.31,0.001033,5.85,0.006448,17.54,0.000000
run_6_repetition_19,DONE,Levenshtein Distance,normal,0.010538;0.030775;8.414516,6.75;2.17;4.27,2.818610,4.40,8.459837,13.19,73.482632
run_7_repetition_19,DONE,Levenshtein Distance,memoized,0.001255;0.000563;0.000995,9.70;4.99;9.38,0.000938,8.03,0.005850,24.08,0.000000
run_8_repetition_19,DONE,Factorial,normal,0.002266;0.465809;1.899638,41.23;2120.77;3814.47,0.789238,1992.16,2.370928,5976.47,19.386550
run_9_repetition_19,DONE,Factorial,memoized,0.002653;0.541987;0.311678,52.83;16975.85;41979.58,0.285440,19669.42,0.859379,59008.26,4.627049
run_10_repetition_19,DONE,Matrix Chain Multiplication,normal,0.012169;0.335762;2.277278,4.56;3.07;2.20,0.875070,3.28,2.628667,9.83,18.530315
run_11_repetition_19,DONE,Matrix Chain Multiplication,memoized,0.000823;0.002225;0.000870,6.25;5.53;6.47,0.001306,6.08,0.007090,18.25,0.000000
run_12_repetition_19,DONE,Can I Win,normal,0.003288;0.639911;1.673897,3.27;2.38;1.46,0.772365,2.37,2.320583,7.12,18.840579
run_13_repetition_19,DONE,Can I Win,memoized,0.001829;0.036966;0.061600,6.41;142.80;289.01,0.033465,146.07,0.103445,438.22,0.362822
run_14_repetition_19,DONE,K-equal Sum Partitions,normal,0.001229;0.027887;0.110411,10.26;143.49;291.90,0.046509,148.55,0.142121,445.65,0.200698
run_15_repetition_19,DONE,K-equal Sum Partitions,memoized,0.001255;0.030275;0.181355,10.08;159.39;332.10,0.070962,167.19,0.216646,501.57,0.204742
run_16_repetition_19,DONE,All Possible Full Binary Trees,normal,0.003550;0.737097;2.734091,17.25;19781.12;65674.71,1.158246,28491.03,3.477550,85473.08,28.699062
run_17_repetition_19,DONE,All Possible Full Binary Trees,memoized,0.001455;0.082413;0.262435,5.23;3709.71;9214.40,0.115434,4309.78,0.349292,12929.34,0.706771
