Date,CPU Utilization,CPU Power
2024-10-24 12:44:33,0.00000000000000,0.00000000000000
2024-10-24 12:44:34,0.00031575623619,0.10248645000001
2024-10-24 12:44:35,0.03152585119798,9.09626724637549
2024-10-24 12:44:36,0.01384954359459,5.63990607594910
2024-10-24 12:44:37,0.01758241758242,3.94691392307672
2024-10-24 12:44:38,0.03144654088050,12.97962125984303
2024-10-24 12:44:39,0.03156565656566,10.14228113772278
2024-10-24 12:44:40,0.03142677561282,12.60528759399006
2024-10-24 12:44:41,0.03151591553735,9.22355972972975
2024-10-24 12:44:42,0.03153579312520,9.51378328611754
2024-10-24 12:44:43,0.03150598613737,9.54509044775857
2024-10-24 12:44:44,0.03140703517588,10.53732073170711
