Date,CPU Utilization,CPU Power
2024-10-24 13:01:27,0.00000000000000,0.00000000000000
2024-10-24 13:01:28,0.00000000000000,0.00000000000000
2024-10-24 13:01:29,0.03120075638197,8.70822643206346
2024-10-24 13:01:30,0.01923683380637,8.98018405660064
2024-10-24 13:01:31,0.01231449321124,3.42203501250015
2024-10-24 13:01:32,0.03148614609572,10.67044858934415
2024-10-24 13:01:33,0.03182104599874,8.57525748683808
2024-10-24 13:01:34,0.03139717425432,12.41124301470657
2024-10-24 13:01:35,0.03115166771554,8.98586273350720
2024-10-24 13:01:36,0.03154574132492,9.61573636363749
2024-10-24 13:01:37,0.03152585119798,9.42684739725250
2024-10-24 13:01:38,0.03136762860728,14.90786607930589
2024-10-24 13:01:39,0.03145643284052,8.29430361445264
2024-10-24 13:01:40,0.03156565656566,11.06323910256227
