Date,CPU Utilization,Total Power,CPU Power,GPU Power
2024-10-24 12:34:17,0.09337539432177,30.08061099999759,30.08061099999759,0.00000000000000
2024-10-24 12:34:18,0.05748578648136,25.13927900000999,25.13927900000999,0.00000000000000
2024-10-24 12:34:19,0.11820182332600,33.71176700000069,33.71176700000069,0.00000000000000
2024-10-24 12:34:20,0.08011310084826,29.82078500000353,29.82078500000353,0.00000000000000
2024-10-24 12:34:21,0.12657035175879,32.43607500000508,32.43607500000508,0.00000000000000
2024-10-24 12:34:22,0.09977966635190,34.48581300000660,34.48581300000660,0.00000000000000
2024-10-24 12:34:23,0.12814070351759,31.98594100000628,31.98594100000628,0.00000000000000
2024-10-24 12:34:24,0.08270202020202,29.90946899999108,29.90946899999108,0.00000000000000
2024-10-24 12:34:25,0.12892095357591,28.93779300000460,28.93779300000460,0.00000000000000
2024-10-24 12:34:26,0.08593996840442,27.47398999999859,27.47398999999859,0.00000000000000
2024-10-24 12:34:27,0.15177171527124,29.47178800000984,29.47178800000984,0.00000000000000
2024-10-24 12:34:28,0.07302486622600,28.49748499999987,28.49748499999987,0.00000000000000
2024-10-24 12:34:29,0.12674271229404,29.03929300000891,29.03929300000891,0.00000000000000
