Date,CPU Utilization,Total Power,CPU Power,GPU Power
2024-10-24 12:47:53,0.08508634222920,26.17876599999727,26.17876599999727,0.00000000000000
2024-10-24 12:47:54,0.06580196140462,25.92632500000764,25.92632500000764,0.00000000000000
2024-10-24 12:47:55,0.11912225705329,32.80649499999708,32.80649499999708,0.00000000000000
2024-10-24 12:47:56,0.07641509433962,30.93095199999516,30.93095199999516,0.00000000000000
2024-10-24 12:47:57,0.09930861093652,29.20274500000232,29.20274500000232,0.00000000000000
2024-10-24 12:47:58,0.08684707363121,33.55002400001104,33.55002400001104,0.00000000000000
2024-10-24 12:47:59,0.15822585718779,35.34011999999348,35.34011999999348,0.00000000000000
2024-10-24 12:48:00,0.08165829145729,33.67691500000365,33.67691500000365,0.00000000000000
2024-10-24 12:48:01,0.11605171870073,34.42538800000330,34.42538800000330,0.00000000000000
2024-10-24 12:48:02,0.09297195083517,34.90841899999941,34.90841899999941,0.00000000000000
2024-10-24 12:48:03,0.11633039092055,33.90506499999901,33.90506499999901,0.00000000000000
2024-10-24 12:48:04,0.08593012275732,33.12778399999661,33.12778399999661,0.00000000000000
2024-10-24 12:48:05,0.11355081555834,33.98587499999849,33.98587499999849,0.00000000000000
